speaker,start_time,text,confidence
1,1981.29,그랬는데 그 범인을 취조를 해 보니까 가짜였어.,0.97
2,1985.95,"어머. 어 뭐야, 끝까지 그래.",0.94
1,1987.44,이 국서도 나중에 보니까 대마도에 있는 성주가 보낸 가짜였어. 그래서 우리 정부에서 이거를 어떻게 처리할 것인가.,0.96
1,1998.24,이거는 과거사 문제를 해결하려는 성의를 보인 거다. 범인을 어쨌든 보냈잖아요. 저들이 그랬다고 했으니까 그 사람들을 참수해서 끝내고 덮어 버리고 더 묻지 않았어요.,0.97
1,2011.1,이 국교 정상화하는 과정이 이 선정릉의 역사 속에 남아 있다는 거는 역사의 교훈으로 우리가 새겨가 볼 수가 있는 거죠.,0.96
2,2020.53,예.,0.98
1,2025.51,보너스 내지 팁으로 외국인에게 한국의 아름다움을 보여 하루 동안에 보여 줄 만한 곳은 어디를 가면 좋습니까?,0.97
2,2033.93,"하루 동안. 아, 아침에 갔다 저녁에 오는데.",0.95
1,2036.87,어려운데. 그래서 내가 얘기하는 거는 우리 한국의 문화유산의 아름다움을 보여주려면 아름다운 한옥이 있어야 되고 아주 예쁜 산사가 있어야 되고 그리고 멋지게 생긴 마애불이 있어야 되고 그 다음에 고즈넉하고 쓸쓸한 폐사지가 하나 있어야 되고,0.96
1,2058.61,이 네 가지가 함께 어울려 있는 곳을 내가 개발을 했어. 코스를 개발했어요.,0.98
2,2064.64,"오, 어딘데요?",0.96
1,2065.21,추사 고택 코스. 그래서 예산에 있는 추사 고택을 갔다 서산 마애불을 보고 보원사터 가서 그 폐사지를 보고 개심사에 가서 아주 소담한 산사를 보고 가놀도에 가서 대족의 샤부샤부의 어리굴젓을 먹는 걸로. 서울에서 아침에 떠나서 저녁에 오는 코스예요. 한번 가 볼까요?,0.96
2,2087.65,"예, 좋아요.",0.98
1,2089.1,이게 추사 선생이 추사 선생의 종가 집이 여기에 추사 고택이라고 우리가 이름을 붙이는데 추사 선생의 증조 할아버지가 영조 대왕의 사위예요. 이 땅을 사패지라고 해서 하사를 했어요.,0.97
1,2108.79,종친은 불사라고 해서 종친에게 벼슬을 안 줬어요. 그래서 조선 시대에는 친인척 비리가 없어. 처음부터 차단. 그 대신 품위를 지킬 수 있는 재산은 줬어요. 전통 한옥이 갖고 있는 아름다움은 추사 고택에,0.96
1,2131.54,그 다음에 이제 여기에서 한 시간 안 걸릴 걸? 아 기껏해야 한 시간 걸려서 서산 마이불로 가요.,0.96
2,2136.99,교과서에서 많이 봤습니다.,0.97
1,2139.13,눈 뜨고 계시는.,0.98
2,2140.47,제 친구랑 닮아 가지고 저희.,0.95
1,2146.27,지금 서산 마이불은 보호각을 띄어 버려 가지고 보호각이 있으니까 습기가 차 가지고 변질돼서 지금 이대로 볼 수가 있어요.,0.96
2,2154.95,아.,0.98
1,2155.76,"입술이 더 더러운 거. 입술이 어, 루즈 칠한 것처럼 옛날에 여기에 저게 저 결명주사로 이렇게 붉게 그 칠했었어요. 석불암 불상도 이게 남아 있어요.",0.97
1,2170.49,옛날에 이 보호각이 있을 때 한 할아버지가 이 부처님의 미소를 보여주고 싶은데 보호각 때문에 안 보여주니까 이런 바지랑대 같은 장대에다가 삿갓 등을 하나 넣어 가지고 그거를 설명을 하는데,0.95
1,2189.19,아침에 뜨는 햇살의 미소가 이렇게 되는 것은 밝은 가운데 평화로운 인상인데 저녁 때 이렇게 가면은 은은한 가운데 자비로운 느낌을 줍니다.,0.96
2,2202.51,오. 와.,0.98
1,2204.26,어떤 문학가나 미술사가 해설보다도 이분과 30년 동안 대화를 했던 그분의 이야기가 가슴에 찡하게 와요. 그래서 내 답사기에다 그걸 고대로 썼어. 그 할아버지가 한 이야기대로.,0.97
1,2228.7,그 옆에 가면 폐사지로 보원사라고 하는 고려 시대 때 절이 있는데 5층 탑이 있고 불상 좌대가 있고 저 뒤에 가면 승탑하고 저 왼쪽 끝에 보여요. 여기 가면 굉장히 쓸쓸해 산에.,0.96
1,2264.48,따뜻한 데로 가야지. 개심사로 가야지.,0.97
2,2266.48,아하.,0.98
1,2267.33,바로 옆에 있어요. 이런 이런 절이에요.,0.97
2,2269.5,너무 예쁘다.,0.98
1,2270.39,이 개심사는 올라가는 길이 아름다워.,0.96
2,2272.43,근데 정말 집이 있는 것과 없는 거의 차이가 굉장히 크네요.,0.95
1,2274.72,굉장히 크지. 개심사가 열 개 자의 마음 심자거든. 마음을 여는 집이야.,0.98
1,2294.64,이게 그 말 그대로 서산 톨 코스,0.97
2,2296.79,그래?,0.98
1,2298.5,이 코스는 우선 본인들이 한번 갔다 와 봐요. 내가 얘기하는 대로. 내비 찍으면은 그냥 싹 데려다 주잖아.,0.96
1,2370.8,이게 추사 고택이야. 추사 고택으로 해서 저 파란색 지금 참 편안해요. 한옥에,0.97
1,2398.14,서산 마이불 올라가는 거야.,0.98
2,2400.2,저기 있잖아. 저기구나.,0.96
3,2401.83,우와.,0.98
1,2429.91,이게 개심사에 가을.,0.98
2,2431.69,예쁘다.,0.97
1,2449.33,"경험이라는 게 시각적 경험, 삶의 경험이 같이 어우러지면서 경험한 만큼 느끼는 거거든요. 그거 느낌이 충족이 될 적에 그때 우리 삶은 더 고양되고. 그래서 옛날 사람들은 놀류자를 참 많이 썼어요.",0.96
1,2467.13,논다고 하는 거가 진짜 논다고 하는 거는 교과서적 공부 이상의 것을 의미하는 거예요. 유홍준이하고 논 거 아니야.,0.97
2,2475.23,예. 맞습니다.,0.98
